       0.1056763817E+0006          0.1737280748E+0000         -0.2343103679E+0000          0.7959034551E-0001
       0.1063199240E+0006          0.2240031970E+0000          0.1820212542E+0000          0.5368665510E-0001
       0.1074440316E+0006          0.8083787249E-0001         -0.2501669526E-0001         -0.2830378749E+0000
       0.1170012604E+0006         -0.8854813500E-0001          0.1427407218E+0000         -0.1479212764E-0001
       0.1171721065E+0006          0.1406282464E+0000          0.8808727803E-0001          0.1001428052E-0001
       0.1184803485E+0006          0.1345727618E-0001         -0.5853894316E-0002         -0.1670570586E+0000
       0.1211919127E+0006          0.5594694886E-0001         -0.9723988225E-0001          0.5726956924E-0002
       0.1212636796E+0006          0.9626894940E-0001          0.5559731075E-0001          0.4002554752E-0002
       0.1226370045E+0006          0.6634969369E-0002         -0.3197167279E-0002         -0.1117295879E+0000
       0.1232210817E+0006         -0.3838260221E-0001          0.7211171976E-0001         -0.5891196242E-0002
       0.1232578499E+0006          0.7153646268E-0001          0.3833054186E-0001          0.4211679623E-0002
       0.1243564562E+0006         -0.3236928254E-0001          0.5404236725E-0001          0.5285121520E-0002
       0.1243788664E+0006         -0.5364953288E-0001         -0.3236363830E-0001          0.3865875014E-0002
       0.1246598247E+0006          0.4770914009E-0002         -0.2052339743E-0002          0.8137793494E-0001
       0.1250598234E+0006          0.2394578689E-0001         -0.4449425369E-0001         -0.2902859594E-0002
       0.1250737386E+0006         -0.4424105988E-0001         -0.2390011461E-0001          0.2158944232E-0002
       0.1255232387E+0006          0.2084711268E-0001         -0.3610121939E-0001          0.2474804938E-0002
       0.1255328478E+0006          0.3591605214E-0001          0.2080926806E-0001          0.1826571531E-0002
       0.1257921938E+0006          0.5428088086E-0002         -0.2743463028E-0002         -0.6214685159E-0001
       0.1258467795E+0006         -0.1358111163E-0001          0.3213935757E-0001         -0.7557622971E-0002
       0.1258532011E+0006          0.3191493087E-0001          0.1397599417E-0001          0.6215303087E-0002
       0.1260792431E+0006         -0.1437408069E-0001          0.2652172780E-0001          0.1522642520E-0002
       0.1260841748E+0006         -0.2641505000E-0001         -0.1435105026E-0001          0.1156791836E-0002
       0.1262532937E+0006         -0.1288677426E-0001          0.2287963148E-0001         -0.1271497842E-0002
       0.1262570600E+0006          0.2279504243E-0001          0.1286554329E-0001          0.9512658258E-0003
       0.1263866665E+0006         -0.1180540638E-0001          0.1987636321E-0001          0.1963206966E-0002
       0.1263896274E+0006         -0.1980414805E-0001         -0.1180195712E-0001          0.1425907674E-0002
       0.1264886454E+0006          0.1287658947E-0001         -0.1035051265E-0001          0.3034479120E-0001
       0.1264928496E+0006          0.9258353088E-0002          0.1761035686E-0001          0.1251855711E-0001
       0.1264973601E+0006          0.1311896782E-0001         -0.2407875631E-0002         -0.3820574710E-0001
