       0.1202000861E+0006          0.1001485294E+0000         -0.7593056819E-0001         -0.2694876528E-0002          0.0000000000E+0000          0.0000000000E+0000          0.0000000000E+0000
       0.1202437676E+0006         -0.7560602274E-0001         -0.9963308753E-0001         -0.3267979120E-0002          0.0000000000E+0000          0.0000000000E+0000          0.0000000000E+0000
       0.1216466673E+0006         -0.1710048915E-0003          0.3816254383E-0002         -0.1254111482E+0000          0.0000000000E+0000          0.0000000000E+0000          0.0000000000E+0000
       0.1226944193E+0006          0.7219309171E-0001         -0.5344998960E-0001         -0.1959098595E-0002          0.0000000000E+0000          0.0000000000E+0000          0.0000000000E+0000
       0.1227168547E+0006         -0.5326948132E-0001         -0.7189240548E-0001         -0.2366662876E-0002          0.0000000000E+0000          0.0000000000E+0000          0.0000000000E+0000
       0.1240456862E+0006         -0.5113978528E-0001          0.4473898898E-0001         -0.9352515528E-0002          0.0000000000E+0000          0.0000000000E+0000          0.0000000000E+0000
       0.1240582431E+0006          0.4514552296E-0001          0.5029315801E-0001         -0.1115651977E-0001          0.0000000000E+0000          0.0000000000E+0000          0.0000000000E+0000
       0.1241353639E+0006          0.2946923081E-0003          0.1077025656E-0001          0.8852040846E-0001          0.0000000000E+0000          0.0000000000E+0000          0.0000000000E+0000
       0.1248608662E+0006          0.4336537242E-0001         -0.3244925629E-0001          0.1050886645E-0002          0.0000000000E+0000          0.0000000000E+0000          0.0000000000E+0000
       0.1248689751E+0006          0.3225493469E-0001          0.4332464431E-0001         -0.1277388183E-0002          0.0000000000E+0000          0.0000000000E+0000          0.0000000000E+0000
       0.1253887004E+0006          0.3433100628E-0001         -0.2795562870E-0001         -0.3228643752E-0002          0.0000000000E+0000          0.0000000000E+0000          0.0000000000E+0000
       0.1253940755E+0006         -0.2796501947E-0001         -0.3416530770E-0001         -0.3807361515E-0002          0.0000000000E+0000          0.0000000000E+0000          0.0000000000E+0000
       0.1254827358E+0006         -0.7149302322E-0004          0.3256427810E-0002         -0.6801366125E-0001          0.0000000000E+0000          0.0000000000E+0000          0.0000000000E+0000
       0.1254930731E+0006          0.0000000000E+0000          0.0000000000E+0000          0.0000000000E+0000          0.1903373394E-0010          0.7698089311E-0010         -0.6804138174E-0001
       0.1257506727E+0006          0.2990707454E-0001         -0.2199494871E-0001         -0.9183958319E-0003          0.0000000000E+0000          0.0000000000E+0000          0.0000000000E+0000
       0.1257544505E+0006         -0.2173919959E-0001         -0.2999589325E-0001         -0.1096623147E-0002          0.0000000000E+0000          0.0000000000E+0000          0.0000000000E+0000
       0.1260092535E+0006          0.2528832555E-0001         -0.1910112251E-0001          0.6433850160E-0003          0.0000000000E+0000          0.0000000000E+0000          0.0000000000E+0000
       0.1260119565E+0006          0.1866975247E-0001          0.2553516643E-0001         -0.7676245860E-0003          0.0000000000E+0000          0.0000000000E+0000          0.0000000000E+0000
       0.1262004507E+0006          0.2151690656E-0001         -0.1706111392E-0001         -0.1271897437E-0002          0.0000000000E+0000          0.0000000000E+0000          0.0000000000E+0000
       0.1262029384E+0006          0.0000000000E+0000          0.0000000000E+0000          0.0000000000E+0000         -0.3494480830E-0002         -0.2718723223E-0001         -0.2436632681E-0004
       0.1262949769E+0006         -0.9206806855E-0004          0.1747746958E-0002         -0.5398828814E-0001          0.0000000000E+0000          0.0000000000E+0000          0.0000000000E+0000
       0.1263017837E+0006          0.0000000000E+0000          0.0000000000E+0000          0.0000000000E+0000          0.3721886321E-0011          0.5864637915E-0011         -0.5399492472E-0001
       0.1263459539E+0006          0.1982657161E-0001         -0.1367899111E-0001         -0.1751275325E-0002          0.0000000000E+0000          0.0000000000E+0000          0.0000000000E+0000
       0.1263478168E+0006          0.0000000000E+0000          0.0000000000E+0000          0.0000000000E+0000         -0.2970725206E-0002         -0.2387234089E-0001          0.1596008906E-0004
       0.1264590828E+0006          0.1722399715E-0001         -0.1264902534E-0001          0.5442807040E-0003          0.0000000000E+0000          0.0000000000E+0000          0.0000000000E+0000
       0.1264603578E+0006          0.1263246629E-0001          0.1719641964E-0001         -0.6695015052E-0003          0.0000000000E+0000          0.0000000000E+0000          0.0000000000E+0000
